,Index,Captions
1813,1813,Fried dumplings stuffed with cabbage and meat sprinkled with bacon greaves and chopped parsley on a white plate Fried dumplings stuffed with cabbage and meat sprinkled with bacon greaves and chopped parsley on a white plate on a wooden rustic table.
1814,1814,Pasta with meat and vegetables on white background Pasta with meat and vegetables
1815,1815,Healthy Foods and Stethoscope with Green Apple Healthy foods and legumes in heart shaped bowl with stethoscope on white background.
1816,1816,"Glucose meter with medical stethoscope, fruits and dumbbells Glucose meter with medical stethoscope, fruits and dumbbells for using in fitness, concept of diabetes, healthy lifestyles and nutrition"
1817,1817,"Healthy products for Immunity boosting and cold remedies Healthy products for Immunity boosting and cold remedies, top view."
1818,1818,Sporty young woman eating a bowl of muesli while standing in the kitchen at home. Shot of sporty young woman eating a bowl of muesli while standing in the kitchen at home.
1819,1819,"Healthy super food and technology background, digital tablet computer apps for cooking diet nutrition plan, fresh fruit granola seeds on white organic table, health care detox, top view mockup screen Healthy super food and technology background, digital tablet computer apps for cooking diet nutrition plan, fresh fruit granola seeds on white organic table, health care detox, top view mockup screen"
1820,1820,Table setting for an event party or wedding reception Table setting for an event party or wedding reception at the beach
1821,1821,two young labrador retriever dog puppies eat a lot of meat together from a plate in the garden dog food for pet - barf
1822,1822,Sandwiches... A chiller loaded with freshly made sandwiches...For more images from this series click on the banner below...
1823,1823,Foods with Zinc mineral on a wooden table. Foods with Zinc mineral on a wooden table. Top view
1824,1824,Eating salad Eating salad
1825,1825,"nutritional information concept. hand use the magnifying glass to zoom in to see the details of the nutrition facts from food , salad bowl nutritional information concept. hand use the magnifying glass to zoom in to see the details of the nutrition facts from food , salad bowl"
1826,1826,Nutrigenetics concept DNA strand made with healthy fresh vegetables and fruits Nutrigenetics concept DNA strand made with healthy fresh vegetables and fruits
1827,1827,xray of human head with fruit and vegetables for brain. x-ray of human head with fruit and vegetables for brain.
1828,1828,"Bouddha Bol Au Quinoa, Poulet, Avocat, Carotte, Brocoli pour l'été. Bouddha Bol Au Quinoa, Poulet, Avocat, Carotte, Brocoli pour l'été."
1829,1829,An Asian Chinese housewife having bonding time with her daughter in kitchen preparing food An Asian Chinese housewife having bonding time with her daughter in kitchen preparing food
1830,1830,Young woman reading label on products in store Happy young woman reading label on products in store. Beautiful female is choosing packets. She is shopping in coffee shop.
1831,1831,Baião de Dois 2 Brazilian Northeast classic dish
1832,1832,"apples in a protective respiratory masks, fruits from China apples in a protective respiratory masks, fruits from China"
1833,1833,Peanut allergy concept Peanut allergy concept
1834,1834,Aerial view of a meadow with cows A meadow with many cows taken from the air with a drone. Aerial view direct from above
1835,1835,"Healthy fresh rainbow colored fruits and vegetables background High angle view of a large assortment of healthy fresh rainbow colored organic fruits and vegetables. The composition includes cabbage, carrots, onion, tomatoes, raw potato, avocado, asparagus, eggplant, celery, cucumber, broccoli, squash, lettuce, spinach, lemon, apples, pear, strawberries, papaya, mango, banana, grape fruit, oranges, kiwi fruit among others. The composition is at the left of an horizontal frame leaving useful copy space for text and/or logo at the right. High resolution 42Mp studio digital capture taken with SONY A7rII and Zeiss Batis 40mm F2.0 CF lens"
1836,1836,Table setting empty plate and cutlery Table setting empty plate and cutlery on concrete background. Table top view. Top view
1837,1837,assorted indian dish assorted indian dish
1838,1838,"Alarm clock with bells on the plate with fork and knife, lunch time concept, top view with copy space Green alarm clock with bells on the plate with fork and knife, lunch time concept, top view with copy space"
1839,1839,Baked salmon steak with vegetables. Diet menu. Top view Baked salmon steak with vegetables. Diet menu. Top view
1840,1840,Yellow bell pepper wrapped in plastic clingfilm in blue background Recycling and environment concept: fresh food in plastic package
1841,1841,Organic food including vegetables fruit bread dairy and meat Variety of organic food including vegetables fruit bread dairy and meat. Balanced diet.
1842,1842,Friendly woman tending an organic vegetable stall at a farmer Female gardener selling organic crops and picking up a bountiful basket full of fresh produce
1843,1843,Woman  working at a bread factory Woman working at a bread factory doing quality control and wearing a uniform
1844,1844,Cute toddler boy in supermarket choosing fresh organic carrots Cute toddler boy in a food store or a supermarket choosing fresh organic carrots. Healthy lifestyle for young family with kids
1845,1845,drinks production plant in China drinks production plant in Chinadrinks production plant in China
1846,1846,"Family cooking pizza in kitchen. Mother and daughter preparing homemade italian food. Funny little girl gourmet is helping woman, eating and tasting cheese and ingredients. Children chef concept. Family cooking pizza in kitchen. Mother and daughter preparing homemade italian food. Funny little girl gourmet is helping woman, eating and tasting cheese and ingredients. Children chef concept."
1847,1847,"Japanese food Dietary scenery of Japanese people, shooting family at home.Dietary scenery of Japanese people, shooting family at home."
1848,1848,Two quality professionals in white sterile uniforms checking quality of salt sticks while standing in food factory. Two quality professionals in white sterile uniforms checking quality of salt sticks while standing in food factory.
1849,1849,"Grilled chicken breast. Fried chicken fillet and fresh vegetable salad of tomatoes, cucumbers and arugula leaves. Chicken meat with salad. Healthy food. Flat lay. Top view. Dark background Grilled chicken breast. Fried chicken fillet and fresh vegetable salad of tomatoes, cucumbers and arugula leaves. Chicken meat with salad. Healthy food. Flat lay. Top view. Dark background"
1850,1850,Senior Couple Eating Meal And Talking In Retirement Home Senior Couple Eating Meal And Talking In Retirement Home
1851,1851,"Food delivery on bicycle Food delivery on bicycle. Panning technique, blued motion"
1852,1852,"Portrait of a young woman with hat and glasses Portrait of a young woman, isolated on pink studio background"
1853,1853,Chocolate Cupcake Chocolate cupcake with sprinkles  isolated on white.
1854,1854,"Spices and herbs on rustic wood kitchen table Top view of a rustic wood kitchen table with some spices and herbs arranged at the top-left corner leaving useful copy space for text and/or logo. Spices and herb included are turmeric, olive oil, curry powder, peppercorns, chili pepper, basil and rosemary. DSRL studio photo taken with Canon EOS 5D Mk II and Canon EF 100mm f/2.8L Macro IS USM"
1855,1855,"top view of dumbbells, skipping rope, sports shoes, bottle of water and vegetable salad isolated on white top view of dumbbells, skipping rope, sports shoes, bottle of water and vegetable salad isolated on white"
1856,1856,"The empty plate Displeased young woman sitting at the empty plate. Shallow depth of field, focus on foreground"
1857,1857,Little boy chef tasting soup. Little boy dressed up as chef tasting soup. The boy aged 4 is smiling and looking away. The soup is tasting great!
1858,1858,"Abstract christmas tree made from cutlery Abstract christmas tree made from cutlery on a dark slate,grey stone or concrete background.Top view with copy space."
1859,1859,Augmented reality application using artificial intelligence for recognizing food Men using artificial intelligence on smart phone with augmented reality application for recognizing food
